paper_id,title,actual_decision,predicted_decision,quality_score,accept_probability,modify_probability,reject_probability,suggestions
pXFiHHySEw,Multi-Stage Predict+Optimize for (Mixed Integer) Linear Programs,Accept (poster),Modify,51.1,0.1505,0.6562,0.1933,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
sRSjr9SDKR,Preferential Normalizing Flows,Accept (poster),Modify,60.3,0.1868,0.7567,0.0566,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
eNCYpTCGhr,First-Order Methods for Linearly Constrained Bilevel Optimization,Accept (poster),Modify,49.8,0.0995,0.7242,0.1763,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
GB5a0RRYuv,Construction and Application of Materials Knowledge Graph in Multidisciplinary Materials Science via Large Language Model,Accept (poster),Modify,59.2,0.1904,0.7293,0.0803,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
deZpmEfmTo,Domain Adaptation for Large-Vocabulary Object Detectors,Accept (poster),Modify,44.1,0.0533,0.7053,0.2415,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
AXcYtHQnxt,EAGLE: Efficient Adaptive Geometry-based Learning in Cross-view Understanding,Accept (poster),Modify,38.0,0.0208,0.654,0.3252,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
MfGRUVFtn9,Unveiling and Mitigating Backdoor Vulnerabilities based on Unlearning Weight Changes and Backdoor Activeness,Accept (poster),Modify,43.8,0.0579,0.6906,0.2515,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
5t4ZAkPiJs,ZipCache: Accurate and Efficient KV Cache Quantization with Salient Token Identification,Accept (poster),Modify,43.2,0.0523,0.69,0.2577,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
4php6bGL2W,Seek Commonality but Preserve Differences: Dissected Dynamics Modeling for Multi-modal Visual RL,Accept (poster),Modify,52.4,0.0785,0.8097,0.1118,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
gtU2eLSAmO,Brain-JEPA: Brain Dynamics Foundation Model with Gradient Positioning and Spatiotemporal Masking,Accept (spotlight),Modify,45.2,0.0783,0.6794,0.2424,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
S4ZqnMywcM,Spatio-Temporal Interactive Learning for Efficient Image Reconstruction of Spiking Cameras,Accept (poster),Modify,58.5,0.1722,0.7501,0.0777,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
MbZuh8L0Xg,DiffPhyCon: A Generative Approach to Control Complex Physical Systems,Accept (poster),Modify,49.9,0.1094,0.7079,0.1827,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
4GP7S7U0lJ,Learnability Matters: Active Learning for Video Captioning,Accept (poster),Modify,52.8,0.1029,0.7727,0.1244,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
aXApeuAYkg,CA-SSLR: Condition-Aware Self-Supervised Learning Representation for Generalized Speech Processing,Accept (poster),Reject,27.5,0.0191,0.4646,0.5163,"Major revision needed before submission; strengthen evidence and contribution framing. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
JxOQeg1NkH,RoboMamba: Efficient Vision-Language-Action Model for Robotic Reasoning and Manipulation,Accept (poster),Modify,34.2,0.0431,0.5428,0.4141,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
rM24UUgZg8,Activating Self-Attention for Multi-Scene Absolute Pose Regression,Accept (poster),Modify,41.0,0.04,0.6722,0.2878,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
7vXufiEzSy,Self-Guided Masked Autoencoder,Accept (poster),Reject,29.9,0.0373,0.4764,0.4863,"Major revision needed before submission; strengthen evidence and contribution framing. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
BxPa7Sn5Zq,Learning Interaction-aware 3D Gaussian Splatting for One-shot Hand Avatars,Accept (poster),Modify,43.4,0.0421,0.7123,0.2456,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
aC9mB1PqYJ,Learning Mixtures of Unknown Causal Interventions,Accept (poster),Accept,90.2,0.8213,0.146,0.0327,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
t4VwoIYBf0,C-GAIL: Stabilizing Generative Adversarial Imitation Learning with Control Theory,Accept (poster),Modify,41.7,0.1037,0.5697,0.3266,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
KXUijdMFdG,Deep Homomorphism Networks,Accept (poster),Modify,59.0,0.1948,0.7178,0.0874,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
JzcIKnnOpJ,Rejection via Learning Density Ratios,Accept (poster),Modify,40.8,0.0775,0.6003,0.3222,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
CW0OVWEKKu,Exploring and Exploiting the Asymmetric Valley of Deep Neural Networks,Accept (poster),Modify,55.2,0.1516,0.7282,0.1203,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
l0c1j4QvTq,Diffusion Actor-Critic with Entropy Regulator,Accept (poster),Modify,43.3,0.0576,0.6829,0.2595,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
