paper_id,conference,split,title,actual_label,predicted_decision,accept_probability,reject_probability,xai_focus,suggestion_1,suggestion_2,suggestion_3,suggestions
578.0,iclr_2017,train,ERTIES OF CONVOLUTIONAL NEURAL NETWORKS,Reject,Modify,0.3642,0.6358,Reviewer confidence: 4.0; Review Count: 10.0; Methodology detail: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Clarify the methodology with reproducible details. Make the novelty and contribution claims more explicit.
579.0,iclr_2017,train,,Reject,Modify,0.398,0.602,Reviewer confidence: 4.333; Average Title Word Length: 0.0; Review Count: 14.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
581.0,iclr_2017,train,SEQUENCE GENERATION WITH A PHYSIOLOGICALLY PLAUSIBLE MODEL OF HANDWRITING AND RECURRENT MIXTURE DENSITY NETWORKS,Reject,Reject,0.3348,0.6652,Reviewer confidence: 3.667; Review Count: 12.0; Confidence Std: 1.033,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
582.0,iclr_2017,train,FOR THE TASK OF PRODUCT RECOMMENDATION,Reject,Modify,0.3886,0.6114,Reviewer confidence: 3.0; Review Count: 12.0; Recommendation Std: 1.033,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
583.0,iclr_2017,train,,Reject,Modify,0.3544,0.6456,Reviewer confidence: 3.5; Average Title Word Length: 0.0; Review Count: 10.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
586.0,iclr_2017,train,,Reject,Reject,0.1763,0.8237,Reviewer confidence: 3.667; Average Title Word Length: 0.0; Review Count: 10.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
587.0,iclr_2017,train,,Reject,Modify,0.382,0.618,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 10.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,"Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Strengthen experiments with datasets, metrics, and comparisons."
588.0,iclr_2017,train,SEMI-SUPERVISED DETECTION OF EXTREME WEATHER EVENTS IN LARGE CLIMATE DATASETS,Reject,Reject,0.2474,0.7526,Reviewer confidence: 3.667; Review Count: 8.0; Conclusion Word Count: 282.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
589.0,iclr_2017,train,GRAPH CONVOLUTIONAL RECURRENT NETWORKS,Reject,Reject,0.291,0.709,Reviewer confidence: 4.0; Review Count: 8.0; Conclusion Word Count: 281.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
592.0,iclr_2017,train,EPITOMIC VARIATIONAL AUTOENCODER,Reject,Modify,0.5769,0.4231,Reviewer confidence: 5.0; Review Count: 12.0; Recommendation Std: 1.581,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Improve related-work coverage with precise citations.
593.0,iclr_2017,train,IN DEEP GENERATIVE MODELS,Reject,Modify,0.543,0.457,Reviewer confidence: 4.0; Review Count: 10.0; Has Conclusion: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
594.0,iclr_2017,train,LOW-RANK PASSTHROUGH NEURAL NETWORKS,Reject,Reject,0.1193,0.8807,Reviewer confidence: 4.0; Review Count: 12.0; Has Introduction: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Add limitations, failure cases, and future work."
595.0,iclr_2017,train,INFERENCE & INTROSPECTION IN DEEP GENERATIVE MODELS OF SPARSE DATA,Reject,Modify,0.3563,0.6437,Reviewer confidence: 3.5; Review Count: 14.0; Has Conclusion: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission.
596.0,iclr_2017,train,IMPLICIT REASONET: MODELING LARGE-SCALE STRUCTURED RELATIONSHIPS WITH SHARED MEM- ORY,Reject,Modify,0.3745,0.6255,Reviewer confidence: 4.0; Review Count: 14.0; Methodology detail: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,"Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Clarify the methodology with reproducible details. Add limitations, failure cases, and future work. Make the novelty and contribution claims more explicit."
599.0,iclr_2017,train,,Reject,Modify,0.6212,0.3788,Average Title Word Length: 0.0; Reviewer confidence: 3.333; Review Count: 10.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,Make the novelty and contribution claims more explicit.,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence. Make the novelty and contribution claims more explicit.
600.0,iclr_2017,train,,Reject,Modify,0.4833,0.5167,Reviewer confidence: 4.0; Average Title Word Length: 0.0; Review Count: 10.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Clarify the methodology with reproducible details.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Clarify the methodology with reproducible details. Make the novelty and contribution claims more explicit.
602.0,iclr_2017,train,,Reject,Modify,0.5297,0.4703,Average Title Word Length: 0.0; Reviewer confidence: 3.0; Review Count: 20.0,Improve this paper aspect before submission.,Improve clarity so reviewers can judge the contribution with higher confidence.,Make the novelty and contribution claims more explicit.,Improve this paper aspect before submission. Improve clarity so reviewers can judge the contribution with higher confidence. Make the novelty and contribution claims more explicit.
603.0,iclr_2017,train,NEURAL CODE COMPLETION,Reject,Modify,0.5109,0.4891,Reviewer confidence: 4.25; Review Count: 16.0; Conclusion Word Count: 206.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
604.0,iclr_2017,train,HERE’S MY POINT: ARGUMENTATION MINING WITH POINTER NETWORKS,Reject,Modify,0.3596,0.6404,Reviewer confidence: 3.667; Review Count: 10.0; Novelty framing: 87.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Make the novelty and contribution claims more explicit.
605.0,iclr_2017,train,TREE-STRUCTURED VARIATIONAL AUTOENCODER,Reject,Modify,0.4981,0.5019,Reviewer confidence: 4.0; Review Count: 8.0; Has Conclusion: 0.0,Improve clarity so reviewers can judge the contribution with higher confidence.,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.","Improve clarity so reviewers can judge the contribution with higher confidence. Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons."
